2024-10-18 12:36:23,079: 'h'
2024-10-18 12:36:23,288: 'd'
2024-10-18 12:36:23,318: 's'
2024-10-18 12:36:23,318: 's'
2024-10-18 12:36:23,433: 'i'
2024-10-18 12:36:23,638: 'e'
2024-10-18 12:36:23,638: 'e'
2024-10-18 12:36:23,695: 'i'
2024-10-18 12:36:23,696: 'i'
2024-10-18 12:36:23,963: 'e'
2024-10-18 12:36:23,963: 'e'
2024-10-18 12:36:23,980: 'n'
2024-10-18 12:36:23,980: 'n'
2024-10-18 12:36:24,318: 'i'
2024-10-18 12:36:24,934: Key.backspace
2024-10-18 12:36:25,432: Key.backspace
2024-10-18 12:36:25,463: Key.backspace
2024-10-18 12:36:25,464: Key.backspace
2024-10-18 12:36:25,488: Key.backspace
2024-10-18 12:36:25,521: Key.backspace
2024-10-18 12:36:25,552: Key.backspace
2024-10-18 12:36:25,582: Key.backspace
2024-10-18 12:36:25,612: Key.backspace
2024-10-18 12:36:25,612: Key.backspace
2024-10-18 12:36:25,639: Key.backspace
2024-10-18 12:36:25,639: Key.backspace
2024-10-18 12:36:25,671: Key.backspace
2024-10-18 12:36:25,706: Key.backspace
2024-10-18 12:36:25,706: Key.backspace
2024-10-18 12:36:25,731: Key.backspace
2024-10-18 12:36:25,758: Key.backspace
2024-10-18 12:36:25,791: Key.backspace
2024-10-18 12:36:25,818: Key.backspace
2024-10-18 12:36:25,818: Key.backspace
2024-10-18 12:36:25,849: Key.backspace
2024-10-18 12:36:25,879: Key.backspace
2024-10-18 12:36:25,909: Key.backspace
2024-10-18 12:36:25,939: Key.backspace
2024-10-18 12:36:25,968: Key.backspace
2024-10-18 12:36:25,999: Key.backspace
2024-10-18 12:36:26,028: Key.backspace
2024-10-18 12:36:26,058: Key.backspace
2024-10-18 12:36:26,549: 'h'
2024-10-18 12:36:26,549: 'h'
2024-10-18 12:36:26,798: 'u'
2024-10-18 12:36:26,798: 'u'
2024-10-18 12:36:27,792: 's'
2024-10-18 12:36:27,792: 's'
2024-10-18 12:36:32,989: 'a'
2024-10-18 12:36:32,989: 'a'
2024-10-18 12:36:33,082: 'm'
2024-10-18 12:36:33,082: 'm'
2024-10-18 12:36:33,338: 's'
2024-10-18 12:36:33,338: 's'
2024-10-18 12:36:33,357: 'd'
2024-10-18 12:36:33,357: 'd'
2024-10-18 12:36:33,625: 'd'
2024-10-18 12:36:33,625: 'd'
2024-10-18 12:36:33,640: 'h'
2024-10-18 12:36:33,640: 'h'
2024-10-18 12:36:33,670: 's'
2024-10-18 12:36:33,670: 's'
2024-10-18 12:36:33,968: 'd'
2024-10-18 12:36:33,968: 'd'
2024-10-18 12:36:34,024: Key.space
2024-10-18 12:36:34,285: 'j'
2024-10-18 12:36:34,288: 'j'
2024-10-18 12:36:34,448: 'd'
2024-10-18 12:36:34,448: 'd'
2024-10-18 12:36:34,595: 'n'
2024-10-18 12:36:34,595: 'n'
2024-10-18 12:36:34,778: 'd'
2024-10-18 12:36:34,778: 'd'
2024-10-18 12:36:34,898: 'j'
2024-10-18 12:36:34,898: 'j'
2024-10-18 12:36:35,078: 'd'
2024-10-18 12:36:35,078: 'd'
2024-10-18 12:36:35,133: 's'
2024-10-18 12:36:35,133: 's'
2024-10-18 12:36:35,382: 's'
2024-10-18 12:36:35,382: 's'
2024-10-18 12:36:35,396: 'd'
2024-10-18 12:36:35,397: 'd'
2024-10-18 12:36:35,499: 'j'
2024-10-18 12:36:35,499: 'j'
2024-10-18 12:36:35,719: 'd'
2024-10-18 12:36:35,719: 'd'
2024-10-18 12:36:35,735: 's'
2024-10-18 12:36:35,735: 's'
2024-10-18 12:36:35,746: 'j'
2024-10-18 12:36:35,745: 'j'
2024-10-18 12:36:35,911: 'j'
2024-10-18 12:36:35,912: 'j'
2024-10-18 12:36:36,089: 'd'
2024-10-18 12:36:36,089: 'd'
2024-10-18 12:36:36,100: 's'
2024-10-18 12:36:36,100: 's'
2024-10-18 12:36:36,349: 'j'
2024-10-18 12:36:36,358: 'j'
2024-10-18 12:36:36,541: 'd'
2024-10-18 12:36:36,541: 'd'
2024-10-18 12:37:37,146: 'h'
2024-10-18 12:37:37,146: 'h'
2024-10-18 12:37:37,423: 'u'
2024-10-18 12:37:37,423: 'u'
2024-10-18 12:37:37,512: 'e'
2024-10-18 12:37:37,512: 'e'
2024-10-18 12:37:37,739: 'h'
2024-10-18 12:37:37,739: 'h'
2024-10-18 12:37:37,939: 'd'
2024-10-18 12:37:37,939: 'd'
2024-10-18 12:37:38,373: Key.backspace
2024-10-18 12:37:38,868: Key.backspace
2024-10-18 12:37:38,901: Key.backspace
